FIPS,corn_bush,corn_usd,cotton_bales,cotton_usd
46121,663354,2126000,,
46123,4580000,17646000,,
46125,8944272,89105000,,
46127,10412017,74775000,,
46129,6346070,25442000,,
46135,4557232,53795000,,
46137,211689,4124000,,
47001,NA,NA,,
47003,326884,6432000,,
47005,513184,1182000,,
47007,276128,1076000,,
47009,190656,648000,,
47011,34403,550000,,
47013,37100,NA,,
47015,295688,3671000,,
47017,3897836,17843000,51958,15166000
47019,39540,NA,NA,NA
47021,205094,1475000,,
47023,333498,2071000,6157,1999000
47025,75890,NA,,
47027,92768,1226000,,
47029,77893,NA,,
47031,1618291,10512000,,
47033,2625699,12398000,91245,29873000
47035,295451,677000,,
47037,NA,NA,,
47039,134560,242000,,
47041,168466,NA,,
47043,73450,1476000,,
47045,4503757,26098000,56149,15580000
47047,2984637,10397000,86000,29724000
47049,73105,735000,,
47051,1639124,8171000,NA,NA
47053,7121435,36944000,61551,19628000
47055,993370,6627000,NA,NA
47057,51505,234000,,
47059,373934,2098000,,
47061,168788,1504000,,
47063,169275,1029000,,
47065,37915,77000,,
47067,9526,11000,,
47069,821307,2837000,35512,10933000
47071,810227,4295000,NA,NA
47073,103173,705000,,
47075,4797933,15521000,115117,38435000
47077,1295313,4142000,951,332000
47079,3022751,24435000,NA,NA
47081,277878,2561000,,
47083,13280,40000,,
47085,543777,1456000,,
47087,20883,NA,,
47089,136587,923000,,
47091,87715,243000,,
47093,21815,24000,,
47095,2352721,8158000,16387,NA
47097,4093630,9205000,44146,13975000
47099,2221407,17527000,NA,NA
47101,26420,NA,,
47103,1272698,9575000,20490,6794000
47105,233415,1221000,,
47107,55605,1893000,,
47109,868821,4397000,11118,3740000
47111,220735,2825000,NA,NA
47113,3792387,11410000,43620,14112000
47115,265500,1619000,,
47117,112146,3034000,,
47119,309007,5760000,,
47121,54764,420000,,
47123,125614,2454000,,
47125,1311600,8728000,,
47127,59276,NA,,
47129,39315,589000,,
47131,7230512,36706000,NA,NA
47133,142483,NA,,
47135,70595,1372000,,
47137,49278,278000,,
47139,109066,NA,,
47141,90725,473000,,
47143,206858,NA,,
47145,6233,58000,,
47147,2791882,21611000,,
47149,278531,4066000,NA,NA
47151,23885,33000,,
47153,56130,496000,,
47155,22600,98000,,
47157,853732,2093000,19183,6373000
47159,127503,2999000,,
47161,174368,NA,,
47163,37825,NA,,
47165,483643,6014000,,
47167,3292200,18399000,53642,18205000
47169,31600,NA,,
47171,NA,17000,,
47173,4200,8000,,
47175,58500,41000,,
47177,560202,4075000,,
47179,277872,1355000,,
47181,188998,1871000,,
47183,5305571,35113000,NA,NA
47185,179627,1241000,,
47187,127018,1472000,,
47189,54665,NA,,
48001,47125,1180000,NA,NA
48011,85860,1653000,12353,3975000
48013,245467,381000,5517,1790000
48015,378362,2538000,4688,1275000
48017,226263,9025000,118408,33788000
48021,NA,NA,,
48025,287711,3943000,35572,11407000
48027,4161577,24630000,10669,3108000
48029,560423,2540000,2570,687000
48035,19269,1054000,6646,2139000
48037,321778,1893000,NA,NA
48039,1062143,4061000,NA,NA
48041,116580,905000,25489,8219000
48045,,NA,53897,18152000
48049,,NA,4045,1770000
48051,1558782,3681000,20068,6358000
48053,,NA,NA,NA
48055,324561,6048000,9096,2686000
48057,1080956,5892000,30877,9501000
48061,1752701,12631000,135431,43052000
48065,2692300,18236000,143430,44069000
48067,2548,NA,,
48069,13335240,43394000,93083,28106000
48071,NA,NA,,
48073,NA,1000,,
48077,NA,NA,2931,953000
48079,,5719000,189612,52309000
48083,106000,7334000,6513,2170000
48085,2052536,8832000,788,256000
48089,1067369,6413000,NA,NA
48091,10938,85000,,
48093,,3156000,7690,2405000
48095,NA,340000,29619,8940000
48097,103108,1327000,NA,NA
48099,144018,552000,NA,NA
48107,57568,1451000,270513,76076000
48111,17854241,59342000,40764,12338000
48117,3470089,39071000,68084,20146000
48119,637344,4370000,NA,NA
48121,491828,719000,5806,1887000
48123,364501,NA,,
48125,,NA,40752,12143000
48127,NA,NA,NA,NA
48129,355875,1075000,31721,8874000
48133,,NA,NA,NA
48137,,NA,,
48139,2265345,24545000,40985,11963000
48141,NA,NA,33569,15290000
48143,1340,1039000,NA,NA
48145,4289094,28940000,12031,3898000
48147,501269,11302000,5468,1890000
48149,725235,3350000,NA,NA
48151,NA,NA,71013,22073000
48153,1234181,9071000,323467,95192000
48157,1743737,6636000,90437,23867000
48159,106500,NA,NA,NA
48161,9464,NA,NA,NA
48163,1963896,5000000,16549,NA
48165,83100,3495000,312727,96897000
48169,,NA,55443,16124000
48171,176295,708000,,
48173,,314000,162971,44498000
48175,176014,2603000,NA,NA
48177,383321,1242000,NA,NA
48179,1155801,5246000,48145,13169000
48181,1975314,11667000,NA,NA
48185,190396,NA,NA,NA
48187,1178629,7086000,1686,NA
48189,3168995,18073000,365894,105765000
48191,,1040000,140136,41738000
48193,NA,NA,934,NA
48195,9298592,41105000,122438,34864000
48197,,NA,7007,2375000
48199,,2000,,
48201,319943,2118000,NA,NA
48203,NA,NA,NA,NA
48205,15397718,69227000,47016,12782000
48207,29169,NA,86759,25912000
48209,204622,1614000,3335,986000
48211,,NA,NA,NA
48213,,NA,,
48215,3031891,16683000,146612,44034000
48217,4050098,42273000,31676,10117000
48219,NA,5438000,233521,66414000
48223,,NA,1052,NA
48225,188544,NA,NA,NA
48231,199836,4518000,8548,2476000
48233,2704789,8597000,40295,13101000
48239,5955776,35919000,75650,24422000
48241,NA,3000,,
48249,552843,NA,42797,14302000
48251,183781,7668000,3631,1168000
48255,456655,4974000,6166,1998000
48257,343326,3747000,NA,NA
48259,,79000,,
48273,,NA,40798,12253000
48277,2140681,7501000,8426,2727000
48279,5213016,25418000,273568,75213000
48283,218000,NA,,
48285,195384,NA,,
48287,50613,NA,,
48289,,NA,,
48291,NA,NA,,
48293,521032,2710000,5677,1837000
48295,1718377,8021000,NA,NA
48297,81430,NA,2817,926000
48303,95737,5145000,415871,108755000
48305,,2862000,359583,98649000
48307,NA,128000,8332,2864000
48309,4918377,36736000,19722,6585000
48311,,NA,,
48313,NA,NA,NA,NA
48321,1736455,14126000,54073,17009000
48325,3174626,11976000,41141,12068000
48329,,1866000,13565,4306000
48331,2091251,16532000,20936,6380000
48333,,NA,,
48335,,NA,39983,12439000
48339,NA,NA,,
48341,9997387,33235000,69830,20968000
48345,,NA,6495,1890000
48347,NA,NA,,
48349,986433,10335000,40942,13984000
48351,,6000,,
48353,NA,NA,108219,23446000
48355,278142,7999000,289469,97200000
48357,3126764,14631000,85295,28476000
48359,NA,254000,1972,689000
48361,,NA,,
48365,2160,NA,,
48367,,8000,NA,NA
48369,8209678,35881000,101477,31020000
48371,29816,NA,7320,3426000
48373,,5000,,
48375,NA,NA,NA,NA
48381,106872,5341000,15702,3914000
48383,NA,534000,35984,10477000
48387,24200,NA,,
48389,,NA,NA,NA
48391,446321,NA,39714,12522000
48393,403309,NA,NA,NA
48395,1313628,10030000,20767,6344000
48397,NA,2037000,NA,NA
48399,44332,NA,77086,23255000
48401,NA,2000,,
48403,,NA,,
48405,240,NA,,
48407,NA,1000,NA,NA
48409,1335553,7554000,232509,74227000
48413,,NA,8339,2780000
48417,,NA,946,307000
48419,NA,NA,,
48421,12580220,99057000,75466,27771000
48423,380,NA,,
48427,128567,NA,7860,2529000
48437,1153480,NA,189255,52572000
48439,NA,NA,,
48445,,2437000,290740,81191000
48449,,NA,,
48451,110480,1856000,69204,22702000
48453,756065,4040000,1462,NA
48455,,NA,,
48461,,270000,41139,11489000
48463,2564466,9183000,34735,11223000
48467,NA,NA,,
48469,1455015,10453000,37131,11434000
48471,239910,NA,NA,NA
48473,553452,1602000,NA,NA
48477,2922,6000,NA,NA
48481,7757371,30548000,157263,49444000
48483,120335,771000,18910,6297000
48485,12600,161000,24389,6918000
48487,7395,32000,70058,20125000
48489,266617,5302000,117017,38997000
48491,6425663,37761000,46472,13698000
48493,943030,3549000,8379,2663000
48497,NA,6000,NA,NA
48499,,NA,,
48501,,3542000,169701,54466000
48507,579481,4437000,19746,6168000
49001,284404,2406000,,
49003,1533252,9935000,,
49005,311616,4375000,,
49007,NA,NA,,
49011,172717,454000,,
49013,395043,3808000,,
49015,154492,534000,,
49017,,NA,,
49019,,271000,,
49021,,1664000,,
49023,69950,2039000,,
49027,1302505,12640000,,
49029,,262000,,
49031,,NA,,
49033,,NA,,
49035,8814,12000,,
49037,NA,NA,,
49039,,2206000,,
49041,128627,NA,,
49043,,NA,,
49045,64995,NA,,
49047,324827,2276000,,
49049,546656,5339000,,
49051,,NA,,
49053,NA,NA,,
49055,,91000,,
49057,66559,1423000,,
50001,357391,4479000,,
50003,16193,556000,,
50005,NA,554000,,
50007,64444,1431000,,
50009,NA,68000,,
50011,642873,3802000,,
50013,87800,298000,,
50015,30548,NA,,
50017,41734,NA,,
50019,NA,NA,,
50021,111889,1636000,,
50023,300,280000,,
50025,4750,NA,,
50027,23021,NA,,
51001,2145634,13216000,NA,0
51003,277409,NA,,
51005,,92000,,
51007,101211,2221000,,
51009,NA,NA,,
51011,24500,382000,,
51015,1646889,14494000,,
51017,68230,NA,,
51019,54022,1379000,,
51021,9171,329000,,
51023,214365,1072000,,
51025,23200,521000,288,95000
51027,NA,NA,,
51029,42076,667000,,
51031,41713,720000,,
51033,735761,6533000,,
51035,5610,370000,,
51036,1015595,3653000,NA,NA
51037,172774,709000,,
51041,31928,251000,,
51043,391866,1865000,,
51045,25676,NA,,
51047,836036,5145000,,
51049,33389,339000,,
51051,600,NA,,
51053,137288,2983000,3554,1150000
51057,927382,8051000,,
51059,2711,NA,,
51061,1304187,4386000,,
51063,9600,NA,,
51065,95473,NA,,
51067,371151,3711000,,
51069,250574,2537000,,
51071,4701,134000,,
51073,535294,2231000,,
51075,508086,939000,,
51077,NA,581000,,
51079,NA,151000,,
51081,87316,657000,22582,7633000
51083,171974,616000,,
51085,1565383,6085000,,
51087,229338,NA,,
51089,19445,NA,,
51091,NA,NA,,
51093,695258,6300000,28508,NA
51095,NA,NA,,
51097,753559,5898000,,
51099,129126,1958000,,
51101,666929,4680000,,
51103,285779,2609000,,
51105,86234,433000,,
51107,836920,2917000,,
51109,135475,957000,,
51111,16740,NA,,
51113,636429,3623000,,
51115,87060,NA,,
51117,16750,368000,,
51119,550183,2920000,,
51121,130879,1149000,,
51125,NA,332000,,
51127,359783,1527000,,
51131,839486,3706000,NA,NA
51133,1338525,8003000,NA,NA
51135,120595,571000,,
51137,421746,3021000,,
51139,376924,2860000,,
51141,102184,892000,,
51143,192829,976000,,
51145,104313,500000,,
51147,8161,257000,,
51149,404517,2981000,,
51153,99102,631000,,
51155,NA,389000,,
51157,20166,NA,,
51159,400952,4545000,,
51161,,32000,,
51163,250422,1301000,,
51165,2270746,18729000,,
51167,49211,NA,,
51169,24696,333000,,
51171,1048210,6939000,,
51173,108388,NA,,
51175,1262463,9490000,91457,29245000
51177,142048,688000,,
51179,47396,1472000,,
51181,777724,3275000,4175,1268000
51183,497920,4220000,11204,3773000
51185,NA,313000,,
51187,24225,NA,,
51191,34202,1235000,,
51193,537729,5145000,,
51195,3605,NA,,
51197,138586,2182000,,
51550,1064640,3926000,,
51800,820936,6238000,27775,8975000
51810,666008,3851000,,
53001,2282753,7005000,,
53005,3571120,24372000,,
53007,1232,NA,,
53009,,NA,,
53011,NA,NA,,
53013,NA,NA,,
53015,,NA,,
53017,42078,799000,,
53021,4592711,19428000,,
53025,9516688,46497000,,
53027,,2547000,,
53029,NA,NA,,
53033,,535000,,
53037,NA,NA,,
53041,,NA,,
53043,NA,744000,,
53047,NA,1174000,,
53053,213,NA,,
53057,,3128000,,
53061,NA,2325000,,
53063,NA,NA,,
53067,,NA,,
53071,547670,6786000,,
53073,NA,2743000,,
53075,NA,673000,,
53077,2918853,45129000,,
54001,5191,17000,,
54003,475618,1931000,,
54007,3550,NA,,
54009,16775,NA,,
54011,8263,NA,,
54013,530,NA,,
54015,,NA,,
54017,190,NA,,
54019,3550,NA,,
54021,5728,NA,,
54023,20682,NA,,
54025,113134,902000,,
54027,106487,436000,,
54029,5134,NA,,
54031,618202,2875000,,
54033,NA,NA,,
54035,30899,NA,,
54037,1372703,6912000,,
54039,1270,8000,,
54041,,33000,,
54045,NA,NA,,
54047,,NA,,
54049,4430,16000,,
54051,2140,40000,,
54053,602114,2027000,,
54055,6614,33000,,
54057,55675,924000,,
54059,,NA,,
54061,3340,37000,,
54063,183873,429000,,
54065,15210,52000,,
54067,2150,NA,,
54069,22150,269000,,
54071,306779,1302000,,
54073,NA,NA,,
54075,12965,128000,,
54077,338817,1548000,,
54079,9294,NA,,
54081,NA,30000,,
54083,94493,540000,,
54085,NA,NA,,
54087,250,NA,,
54089,1605,22000,,
54091,, (Z),,
54093,22000,NA,,
54095,3245,NA,,
54097,4380,NA,,
54099,10725,41000,,
54101,,NA,,
54103,970,NA,,
54105,1257,NA,,
54107,46314,229000,,
54109,,NA,,
55001,2617081,10972000,,
55003,137553,241000,,
55005,10596006,38908000,,
55007,104616,721000,,
55009,4575182,13836000,,
55011,9673413,33631000,,
55013,1378377,6068000,,
55015,3992419,17786000,,
55017,10695404,41623000,,
55019,9452055,29932000,,
55021,14768256,74599000,,
55023,3813598,15306000,,
55025,18333619,103205000,,
55027,17755494,85209000,,
55029,2223066,7015000,,
55031,29900,NA,,
55033,14521079,49522000,,
55035,5314141,18260000,,
55037,NA,NA,,
55039,9215026,49055000,,
55041,NA,379000,,
55043,14226742,88409000,,
55045,6369525,52347000,,
55047,5574178,23283000,,
55049,5092391,38321000,,
55051,,NA,,
55053,5916823,22330000,,
55055,8305083,41250000,,
55057,4245843,20321000,,
55059,3648540,13843000,,
55061,3729218,14544000,,
55063,4896818,16253000,,
55065,10432850,73332000,,
55067,962068,4081000,,
55069,486235,2621000,,
55071,5666480,17002000,,
55073,8451387,32250000,,
55075,3389125,9838000,,
55077,2143002,14154000,,
55078,,NA,,
55079,95501,410000,,
55081,5480177,23713000,,
55083,6982292,21177000,,
55085,NA,NA,,
55087,9419427,30344000,,
55089,1278863,4741000,,
55091,3385816,12906000,,
55093,11943805,40721000,,
55095,8785641,26598000,,
55097,3909583,26128000,,
55099,334494,286000,,
55101,4469861,18641000,,
55103,3482548,16751000,,
55105,15750498,86630000,,
55107,2009102,5377000,,
55109,13512992,47211000,,
55111,8055569,41267000,,
55113,786146,2395000,,
55115,8051483,26729000,,
55117,4968541,18981000,,
55119,3082585,10042000,,
55121,10192359,42353000,,
55123,7480220,29656000,,
55127,8011896,45362000,,
55129,1404415,4506000,,
55131,2604277,15625000,,
55133,2746450,14211000,,
55135,5310837,18518000,,
55137,3363380,14988000,,
55139,3826034,21601000,,
55141,3593317,7881000,,
56001,NA,NA,,
56003,761569,5282000,,
56007,,NA,,
56009,,1532000,,
56013,343857,2131000,,
56015,4185288,15644000,,
56017,NA,NA,,
56019,,NA,,
56021,1097886,9120000,,
56023,,NA,,
56025,NA,705000,,
56027,102555,NA,,
56029,587736,3798000,,
56031,1149935,6267000,,
56033,NA,NA,,
56043,155530,NA,,
4015,,0,NA,NA
4027,NA,0,34701,13628000
13125,15920,0,2353,860000
13301,9315,0,3132,1022000
13239,,0,NA,NA
40009,NA,0,38615,11987000
40149,128412,0,82441,26466000
48009,NA,0,NA,NA
48059,NA,0,NA,NA
48447,NA,0,3625,1178000
48503,,0,1131,331000
48031,,0,NA,NA
48081,,0,1597,417000
48235,,0,NA,NA
48271,58814,0,NA,NA
48299,NA,0,NA,NA
48411,,0,NA,NA
48033,NA,0,56010,16424000
48075,,0,58640,18185000
48087,NA,0,88075,24210000
48101,NA,0,29876,8712000
48155,,0,NA,NA
48263,,0,1318,428000
48269,,0,NA,NA
48505,,0,NA,NA
48003,NA,0,10336,3562000
48115,NA,0,314844,96705000
48227,,0,65942,19114000
48317,,0,165294,44739000
48023,,0,10196,NA
48253,28480,0,89483,22922000
48275,,0,23020,7099000
48415,,0,71525,22626000
48433,,0,22259,6147000
48441,NA,0,18696,5916000
48043,NA,0,NA,NA
48229,,0,5725,2275000
5053,NA,,,
5059,300,,,
5005,NA,,,
5023,40000,,,
5099,NA,,,
6055,363,,,
6069,216,,,
6085,150,,,
6045,NA,,,
6005,NA,,,
6017,648,,,
6057,272,,,
6109,535,,,
6059,10126,,,
8035,2372,,,
12101,NA,,,
12005,NA,,,
12045,NA,,,
12049,150,,,
12055,NA,,,
13133,48454,,,
13039,NA,,,
13127,13872,,,
13151,NA,,,
13285,NA,,,
16037,NA,,,
21095,NA,,,
21147,NA,,,
22013,NA,,,
22111,NA,,,
22005,NA,,,
22057,446,,,
22113,NA,,,
23029,60,,,
26143,NA,,,
26131,NA,,,
30101,28000,,,
30097,NA,,,
35047,NA,,,
35039,12110,,,
35043,1600,,,
36047,402,,,
37129,51428,,,
40133,84000,,,
40091,13611,,,
40143,59883,,,
40005,NA,,,
40067,NA,,,
40099,18000,,,
40043,NA,,,
41017,NA,,,
42103,NA,,,
48113,243851,,,
48221,NA,,,
48337,NA,,,
48063,500,,,
48459,214,,,
48457,NA,,,
48265,NA,,,
48435,NA,,,
48479,NA,,,
53019,NA,,,
53049,NA,,,
54005,NA,,,
54043,NA,,,
